Customer id,State, Last yr sales , Prior yr sales ,Life orders,Entry date,Cust type id
247598,FL,108,477,23,2011-06-29,Gift Basket Store
247735,IL,106,88,9,2011-08-25,Gift Basket Home
246968,WI,103,204,10,2010-10-05,CT
251583,NJ,101,  -   ,5,2015-10-30,Gift Store
248598,TX,100,67,12,2012-06-25,UNK
260091,FL,99,1006,24,2016-03-21,Gift Basket Home
260374,IN,99,145,4,2016-10-03,WINE
245275,OK,99,450,15,2008-12-05,Gift Basket Store
270460,NY,98,451,3,2017-12-05,Gift Basket Store
249874,CA,97,721,17,2013-10-02,Gift Basket Home
239854,NC,95,190,11,2006-02-28,Gift Basket Store
245989,NH,95,245,12,2009-09-22,Gift Basket Home
249528,LA,94,123,14,2013-03-27,CAN
23438,AL,93,262,50,1996-03-04,Gift Store
280081,OH,90,  -   ,2,2018-03-23,Tax Exempt Charity 
251601,CA,89,179,8,2015-11-05,CNSMR
241067,NY,89,1190,51,2006-09-05,Gift Basket Store
270232,SC,86,86,3,2017-07-03,CNSMR
242059,MA,83,103,17,2006-11-28,Gift Basket Home
251321,NY,82,239,8,2015-06-08,Gift Store
260577,CA,79,240,3,2016-12-07,Florist
260581,IN,78,1797,5,2016-12-08,WINERY
249972,KY,76,606,8,2013-10-31,Gift Basket Home
280302,FL,74,  -   ,2,2018-10-15,Gift Basket Home
247853,WI,71,75,19,2011-10-07,CNSMR
246239,AL,70,166,13,2009-11-23,WINE
244781,NC,66,115,47,2008-09-02,WINE
270394,GA,55,325,2,2017-11-08,Gift Basket Home
245898,MO,53,131,14,2009-08-21,CT
247658,PA,47,257,20,2011-07-29,WINERY
270030,TN,47,103,3,2017-01-23,Gift Store
260373,MI,46,253,7,2016-09-30,CNSMR
251501,FL,39,1691,57,2015-10-05,Gift Basket Home
231984,MI,38,147,12,2005-02-03,Gift Basket Store
270241,TN,34,119,2,2017-07-10,Gift Basket Home
,,1568851,1591906,,,
